likes,retweets,pos_score,neg_score,vn_lable,n_lable,nu_lable,p_lable,vp_lable,followers,followings,verifies,ratings
453,51,0.47,0.53,0.18,0.28,0.22,0.17,0.15,1124043,2464,0.152,0
663,63,0.42,0.59,0.17,0.17,0.5,0.17,0.0,541520,234,0.333,0
741,407,0.27,0.73,0.52,0.23,0.12,0.12,0.01,17500,1694,0.115,0
6,1,0.51,0.49,0.23,0.13,0.23,0.24,0.16,2098,1261,0.0,0
6,1,0.56,0.44,0.08,0.22,0.26,0.19,0.24,4364,1718,0.044,0
136,21,0.56,0.44,0.22,0.16,0.09,0.25,0.28,520128,1143,0.057,0
263,64,0.42,0.58,0.26,0.31,0.17,0.15,0.11,32066,2152,0.082,0
5,1,0.5,0.5,0.24,0.13,0.29,0.12,0.22,11097,1060,0.022,1
0,0,0.16,0.84,0.77,0.04,0.11,0.06,0.02,7037,3882,0.015,0
1,0,0.55,0.45,0.23,0.14,0.21,0.05,0.37,4723,1272,0.024,0
4,1,0.42,0.58,0.21,0.32,0.22,0.14,0.11,11734,4981,0.051,0
1,0,0.31,0.69,0.41,0.31,0.14,0.05,0.08,1991,909,0.024,0
9,1,0.48,0.52,0.21,0.19,0.27,0.18,0.14,20947,1418,0.036,0
4,0,0.36,0.64,0.33,0.3,0.16,0.12,0.08,6151,1482,0.043,0
1,0,0.58,0.42,0.0,0.25,0.5,0.0,0.25,797,557,0.0,0
3,1,0.42,0.58,0.23,0.28,0.21,0.16,0.11,5533,1067,0.053,0
49,8,0.35,0.65,0.4,0.21,0.2,0.12,0.08,4262,1139,0.033,0
568,90,0.4,0.6,0.3,0.29,0.2,0.08,0.14,57759,825,0.052,0
440,99,0.34,0.66,0.36,0.24,0.28,0.1,0.03,235481,815,0.049,0
26,7,0.53,0.47,0.15,0.18,0.29,0.16,0.21,317989,1386,0.083,0
4,1,0.5,0.5,0.14,0.23,0.31,0.19,0.14,24877,4333,0.139,0
193,38,0.34,0.66,0.39,0.22,0.25,0.08,0.08,10064,888,0.065,0
3,1,0.38,0.62,0.32,0.31,0.17,0.11,0.1,51155,3256,0.024,0
4,1,0.41,0.59,0.23,0.31,0.25,0.16,0.06,7676,1000,0.029,0
15,2,0.57,0.43,0.14,0.13,0.21,0.34,0.17,133717,2583,0.054,0
9,3,0.41,0.59,0.3,0.2,0.28,0.13,0.1,11327,1079,0.054,0
4,1,0.38,0.62,0.31,0.26,0.21,0.16,0.07,13155,1881,0.042,0
1,0,0.41,0.59,0.36,0.22,0.06,0.3,0.06,3821,1892,0.015,0
8,2,0.5,0.5,0.22,0.23,0.12,0.16,0.27,11007,2108,0.034,0
172,75,0.31,0.69,0.36,0.35,0.14,0.12,0.03,37260,1334,0.068,0
2,0,0.46,0.54,0.24,0.22,0.23,0.17,0.16,67269,1092,0.036,0
26,21,0.26,0.74,0.44,0.36,0.18,0.01,0.01,97864,1071,0.086,0
2,0,0.48,0.52,0.19,0.27,0.2,0.17,0.17,4402,2066,0.021,0
2336,535,0.35,0.65,0.38,0.24,0.21,0.1,0.08,14730,1320,0.062,0
2,0,0.43,0.57,0.23,0.25,0.23,0.25,0.05,3028,1076,0.022,0
77,10,0.35,0.65,0.23,0.39,0.22,0.1,0.06,7987,1852,0.035,0
3,1,0.41,0.59,0.33,0.19,0.24,0.05,0.19,8434,1456,0.111,0
1,0,0.41,0.59,0.26,0.33,0.21,0.1,0.11,4440,1193,0.0,0
3531,1073,0.58,0.42,0.17,0.18,0.14,0.09,0.43,115442,3203,0.034,0
3,2,0.52,0.48,0.16,0.23,0.21,0.18,0.21,83775,651,0.021,0
38,7,0.48,0.52,0.17,0.23,0.28,0.16,0.16,25277,719,0.048,0
2,0,0.41,0.59,0.27,0.23,0.25,0.17,0.08,2406,1470,0.012,0
7,1,0.48,0.52,0.16,0.28,0.23,0.2,0.14,15201,1927,0.088,0
4,1,0.39,0.61,0.22,0.34,0.25,0.17,0.03,2044,1453,0.0,0
105,24,0.42,0.58,0.25,0.25,0.26,0.16,0.08,290450,3054,0.07,0
2,1,0.53,0.47,0.21,0.17,0.2,0.11,0.3,10014,2419,0.054,0
7,2,0.49,0.51,0.21,0.2,0.21,0.23,0.17,8272,3564,0.011,0
2,0,0.3,0.7,0.0,1.0,0.0,0.0,0.0,214,115,0.0,0
1879,450,0.54,0.46,0.13,0.21,0.2,0.26,0.21,248423,3317,0.1,0
58,4,0.45,0.55,0.26,0.23,0.21,0.15,0.14,33679,1793,0.019,0
597,137,0.53,0.47,0.14,0.1,0.38,0.24,0.13,3467,2069,0.0,0
0,0,0.64,0.36,0.0,0.0,0.0,1.0,0.0,744,9,0.0,0
3,1,0.43,0.57,0.22,0.21,0.28,0.24,0.05,2255,1196,0.03,0
3,1,0.67,0.33,0.1,0.03,0.08,0.78,0.02,5211,3570,0.04,0
3,1,0.36,0.64,0.29,0.25,0.33,0.12,0.02,4281,1378,0.037,0
563,234,0.39,0.61,0.23,0.33,0.27,0.15,0.02,113238,4709,0.104,0
3,1,0.17,0.83,0.78,0.09,0.07,0.01,0.04,2927,2783,0.016,0
2,0,0.23,0.77,0.56,0.24,0.14,0.02,0.03,8087,2197,0.039,0
9,2,0.39,0.61,0.21,0.43,0.18,0.1,0.08,5793,1012,0.012,1
703,286,0.38,0.62,0.28,0.29,0.25,0.11,0.08,7027,1145,0.069,0
12,2,0.39,0.61,0.29,0.28,0.22,0.15,0.05,3833,2073,0.033,0
2,0,0.6,0.4,0.07,0.23,0.21,0.19,0.29,1903,1289,0.011,0
15,6,0.41,0.59,0.33,0.19,0.21,0.13,0.13,1916,758,0.0,0
1354,437,0.46,0.54,0.21,0.26,0.23,0.15,0.15,15522,955,0.053,0
73,24,0.47,0.53,0.26,0.18,0.24,0.13,0.19,19394,4701,0.103,0
474,129,0.26,0.74,0.46,0.34,0.14,0.04,0.02,118685,2041,0.054,0
3,1,0.49,0.51,0.2,0.16,0.24,0.28,0.12,40888,1264,0.312,0
153,28,0.51,0.49,0.25,0.12,0.22,0.19,0.21,43093,933,0.091,0
1,0,0.25,0.75,0.58,0.21,0.11,0.06,0.03,2763,1301,0.0,0
121,160,0.54,0.46,0.14,0.16,0.25,0.31,0.13,20136,793,0.011,0
22,4,0.44,0.56,0.28,0.22,0.17,0.18,0.16,3951,2063,0.06,0
8,1,0.36,0.64,0.38,0.25,0.17,0.11,0.1,2221,1128,0.032,0
253,56,0.36,0.64,0.36,0.24,0.14,0.21,0.06,15027,2654,0.04,0
379,104,0.38,0.62,0.32,0.26,0.14,0.25,0.03,126238,2316,0.064,0
914,242,0.64,0.36,0.14,0.11,0.15,0.2,0.39,30825,1421,0.062,0
73,11,0.45,0.55,0.27,0.22,0.19,0.16,0.16,19922,1757,0.06,0
17,4,0.6,0.4,0.1,0.16,0.22,0.24,0.28,34990,1593,0.145,0
141,100,0.34,0.66,0.33,0.33,0.19,0.11,0.04,64300,2099,0.143,0
1,0,0.25,0.75,0.38,0.43,0.14,0.05,0.0,11765,6890,0.0,0
1,1,0.35,0.65,0.43,0.24,0.09,0.13,0.11,8328,1504,0.062,0
1249,212,0.39,0.61,0.25,0.3,0.26,0.12,0.07,218947,605,0.051,0
106,36,0.31,0.69,0.43,0.27,0.19,0.06,0.05,31865,1208,0.031,0
1,0,0.35,0.65,0.43,0.2,0.14,0.14,0.09,2881,2016,0.055,0
364,11,0.54,0.46,0.26,0.12,0.16,0.19,0.28,176776,1066,0.05,0
18,4,0.36,0.64,0.37,0.22,0.21,0.1,0.11,31135,3174,0.138,0
163,26,0.51,0.49,0.2,0.21,0.17,0.2,0.21,113505,1604,0.078,0
3185,977,0.38,0.62,0.31,0.29,0.2,0.09,0.11,401869,1469,0.053,0
208,47,0.4,0.6,0.27,0.27,0.21,0.16,0.08,134778,509,0.046,0
6,2,0.52,0.48,0.17,0.33,0.06,0.24,0.2,226410,669,0.087,0
11,4,0.43,0.57,0.25,0.27,0.2,0.17,0.11,2775,1142,0.013,0
102,24,0.37,0.63,0.28,0.34,0.21,0.1,0.07,9227,2346,0.019,0
1,0,0.46,0.54,0.2,0.1,0.3,0.3,0.1,1408,527,0.0,0
2,0,0.53,0.47,0.18,0.14,0.26,0.21,0.21,3689,1838,0.069,0
5,1,0.44,0.56,0.23,0.24,0.19,0.2,0.13,57535,8941,0.146,0
13,1,0.52,0.48,0.22,0.17,0.2,0.18,0.21,38436,4077,0.043,0
10,2,0.44,0.56,0.23,0.25,0.25,0.16,0.11,322862,2367,0.174,0
55,19,0.27,0.73,0.4,0.36,0.18,0.05,0.01,3761,1731,0.02,0
14,3,0.4,0.6,0.3,0.25,0.2,0.14,0.1,14682,1345,0.038,0
269,56,0.62,0.38,0.09,0.15,0.18,0.26,0.32,113913,10009,0.01,0
14,2,0.42,0.58,0.29,0.2,0.22,0.17,0.12,27997,1280,0.034,0
5,1,0.31,0.69,0.54,0.13,0.14,0.07,0.12,17990,1576,0.037,0
55,21,0.35,0.65,0.32,0.32,0.24,0.1,0.03,14062,2920,0.116,0
213,46,0.26,0.74,0.55,0.17,0.19,0.07,0.02,13560,5099,0.039,0
27843,9454,0.36,0.64,0.39,0.23,0.15,0.12,0.11,472072,6712,0.125,0
1217,174,0.42,0.57,0.32,0.22,0.17,0.13,0.16,27124,901,0.136,0
65,31,0.42,0.58,0.34,0.19,0.18,0.16,0.13,52245,524,0.014,0
480,128,0.41,0.59,0.27,0.31,0.17,0.12,0.14,105179,1664,0.061,0
2,0,0.5,0.5,0.15,0.3,0.17,0.22,0.17,5860,1055,0.056,0
1,0,0.54,0.46,0.22,0.15,0.2,0.1,0.33,5215,1871,0.019,0
1298,240,0.32,0.68,0.4,0.32,0.1,0.1,0.08,117276,1005,0.023,0
2309,668,0.58,0.42,0.18,0.05,0.25,0.29,0.24,1989,723,0.011,1
391,117,0.46,0.54,0.21,0.24,0.23,0.19,0.12,3929,1181,0.0,0
5474,4230,0.51,0.49,0.15,0.26,0.17,0.23,0.18,145184,790,0.054,0
27,8,0.44,0.56,0.3,0.18,0.22,0.14,0.15,8796,2436,0.011,0
0,0,0.62,0.38,0.12,0.19,0.19,0.06,0.44,3554,2145,0.0,0
1,0,0.54,0.46,0.13,0.22,0.24,0.17,0.23,1403,1114,0.011,0
8,2,0.44,0.56,0.28,0.26,0.15,0.17,0.15,5030,1331,0.024,0
6034,1999,0.35,0.65,0.35,0.28,0.18,0.13,0.06,2697,1494,0.0,0
316,59,0.34,0.66,0.45,0.22,0.14,0.08,0.11,13783,4118,0.011,0
358,205,0.29,0.71,0.47,0.19,0.23,0.06,0.04,311244,1677,0.092,0
1,0,0.38,0.62,0.37,0.2,0.2,0.1,0.12,3288,1004,0.024,0
509,123,0.6,0.4,0.17,0.13,0.21,0.12,0.37,21587,10888,0.019,0
6,2,0.5,0.5,0.19,0.16,0.27,0.23,0.14,2900,1042,0.098,0
93,32,0.74,0.26,0.04,0.09,0.17,0.15,0.55,2537,873,0.0,0
524,166,0.47,0.53,0.2,0.26,0.22,0.15,0.17,184500,2692,0.057,0
1,0,0.36,0.64,0.28,0.34,0.2,0.11,0.07,1769,943,0.0,0
1,0,0.35,0.66,0.25,0.12,0.62,0.0,0.0,3459,315,0.0,0
4,1,0.48,0.52,0.18,0.18,0.32,0.22,0.1,28742,1546,0.041,0
2,1,0.16,0.84,1.0,0.0,0.0,0.0,0.0,14123,8511,0.0,0
0,0,0.85,0.15,0.0,0.0,0.0,0.0,1.0,15,230,0.0,0
24,3,0.43,0.57,0.21,0.24,0.32,0.14,0.08,2605,714,0.013,0
3,1,0.23,0.77,0.52,0.28,0.11,0.06,0.03,2845,1125,0.0,0
13,3,0.38,0.62,0.32,0.26,0.2,0.14,0.09,14362,1044,0.014,0
273,73,0.27,0.73,0.48,0.3,0.12,0.03,0.07,8809,1000,0.041,0
155,44,0.45,0.55,0.22,0.29,0.16,0.18,0.15,294872,1543,0.082,0
31,3,0.42,0.58,0.28,0.21,0.26,0.12,0.14,3593,1207,0.023,0
2,1,0.42,0.58,0.24,0.23,0.3,0.16,0.06,4306,831,0.019,0
864,255,0.33,0.67,0.37,0.29,0.19,0.09,0.06,86313,3147,0.058,0
45,2,0.58,0.42,0.09,0.25,0.16,0.26,0.24,7586,1673,0.055,0
32,8,0.32,0.68,0.35,0.33,0.18,0.12,0.02,16556,1761,0.038,0
86,15,0.32,0.68,0.37,0.32,0.18,0.09,0.04,48519,1616,0.041,0
6473,2078,0.39,0.61,0.36,0.23,0.17,0.07,0.17,104468,1076,0.05,0
11,5,0.57,0.43,0.21,0.11,0.23,0.13,0.33,37922,552,0.01,0
12,1,0.42,0.58,0.19,0.28,0.28,0.19,0.05,10484,1450,0.036,0
2,0,0.42,0.58,0.27,0.29,0.14,0.16,0.15,595,321,0.0,0
43,19,0.44,0.56,0.27,0.21,0.22,0.19,0.12,21139,2510,0.112,0
9,2,0.46,0.54,0.27,0.18,0.22,0.14,0.19,14736,1784,0.068,0
205,25,0.6,0.4,0.14,0.22,0.15,0.1,0.39,26409,2702,0.083,0
139,24,0.51,0.49,0.22,0.22,0.14,0.17,0.25,31090,3563,0.026,0
280,80,0.39,0.61,0.3,0.2,0.5,0.0,0.0,37162,206,0.0,0
3,0,0.43,0.57,0.23,0.29,0.23,0.14,0.11,2910,1100,0.026,0
58,6,0.46,0.54,0.33,0.12,0.22,0.12,0.21,17030,1342,0.033,0
3,1,0.44,0.56,0.28,0.23,0.15,0.22,0.13,1799,545,0.012,0
189,58,0.41,0.59,0.26,0.27,0.28,0.12,0.07,669298,1742,0.043,0
53,35,0.45,0.55,0.24,0.29,0.15,0.17,0.14,210528,4810,0.16,0
11,2,0.38,0.62,0.26,0.31,0.22,0.11,0.09,7834,3666,0.044,0
4,0,0.36,0.64,0.32,0.31,0.2,0.07,0.1,5877,813,0.056,0
1,0,0.29,0.71,0.33,0.4,0.2,0.07,0.0,2947,2106,0.0,0
3,0,0.42,0.58,0.33,0.19,0.19,0.18,0.12,2895,2092,0.0,0
4,0,0.5,0.5,0.08,0.17,0.54,0.09,0.11,4134,1233,0.054,0
1,1,0.48,0.52,0.31,0.17,0.16,0.08,0.28,1114,1196,0.0,0
605,110,0.45,0.55,0.25,0.22,0.23,0.18,0.13,64910,1595,0.03,0
12,8,0.37,0.63,0.32,0.23,0.25,0.16,0.05,244669,1410,0.101,0
48,3,0.41,0.59,0.28,0.22,0.22,0.22,0.06,27049,1495,0.036,0
875,278,0.48,0.52,0.2,0.23,0.26,0.14,0.18,11728,1989,0.112,0
27,5,0.33,0.67,0.36,0.27,0.26,0.07,0.04,98077,2752,0.089,0
5,2,0.53,0.47,0.19,0.12,0.26,0.26,0.16,33884,2615,0.074,0
101,9,0.44,0.56,0.27,0.2,0.24,0.18,0.11,208681,1195,0.099,0
2,1,0.32,0.68,0.45,0.25,0.15,0.09,0.07,5704,1282,0.053,0
1,0,0.47,0.53,0.36,0.1,0.14,0.15,0.24,1674,947,0.0,0
296,76,0.46,0.54,0.24,0.24,0.17,0.19,0.15,8078,1820,0.082,0
27,5,0.49,0.51,0.24,0.18,0.19,0.13,0.25,4797,620,0.068,0
53,12,0.54,0.46,0.19,0.21,0.15,0.2,0.26,155413,1383,0.055,0
103,11,0.29,0.71,0.48,0.2,0.2,0.09,0.03,24374,3276,0.039,0
5,1,0.4,0.6,0.34,0.21,0.15,0.17,0.14,126131,1826,0.049,0
54,26,0.38,0.62,0.3,0.29,0.25,0.08,0.07,13182,3101,0.01,0
346,54,0.35,0.65,0.38,0.2,0.2,0.15,0.06,38314,1702,0.022,0
413,114,0.44,0.56,0.28,0.16,0.22,0.23,0.11,34389,2429,0.037,0
48,9,0.57,0.43,0.16,0.17,0.18,0.24,0.26,7700,1242,0.079,0
22,4,0.45,0.55,0.21,0.21,0.31,0.15,0.11,26808,876,0.099,0
28,12,0.31,0.69,0.38,0.34,0.17,0.06,0.06,513978,1535,0.04,0
4,1,0.54,0.46,0.18,0.18,0.16,0.32,0.16,4221,871,0.0,0
7,2,0.41,0.59,0.27,0.25,0.27,0.15,0.06,25867,4431,0.117,0
185,33,0.42,0.58,0.27,0.33,0.08,0.1,0.22,253844,7382,0.068,0
113,32,0.54,0.46,0.15,0.2,0.22,0.15,0.28,32157,2290,0.058,0
4,1,0.46,0.54,0.3,0.12,0.15,0.3,0.12,6547,1951,0.0,0
75,16,0.39,0.61,0.35,0.24,0.12,0.12,0.16,387434,892,0.022,0
2,1,0.37,0.63,0.37,0.25,0.13,0.14,0.1,19580,4865,0.067,0
17,3,0.37,0.63,0.38,0.18,0.27,0.09,0.08,181572,2254,0.12,0
3,1,0.4,0.6,0.29,0.29,0.18,0.16,0.09,112502,2764,0.145,0
3,1,0.45,0.55,0.18,0.3,0.27,0.14,0.11,1431,858,0.0,0
65,55,0.25,0.75,0.48,0.33,0.12,0.02,0.05,4036,1257,0.038,0
511,71,0.41,0.59,0.24,0.31,0.23,0.14,0.09,676689,1699,0.044,0
21,9,0.4,0.6,0.38,0.2,0.08,0.24,0.1,44573,1905,0.052,0
4,8,0.5,0.5,0.15,0.25,0.23,0.21,0.16,9120,3675,0.02,0
233,29,0.39,0.61,0.39,0.21,0.15,0.11,0.15,7388,737,0.041,0
5,1,0.49,0.51,0.23,0.22,0.14,0.19,0.2,3417,1066,0.049,0
52,7,0.54,0.46,0.14,0.18,0.19,0.36,0.14,141054,1905,0.048,0
5,1,0.29,0.71,0.42,0.17,0.36,0.03,0.02,3047,624,0.011,0
18,6,0.4,0.6,0.33,0.13,0.04,0.49,0.01,464692,3575,0.036,0
2,1,0.39,0.61,0.32,0.27,0.22,0.1,0.1,9851,5252,0.061,0
1383,170,0.4,0.6,0.34,0.21,0.21,0.15,0.1,29632,2713,0.028,0
63,17,0.45,0.55,0.16,0.31,0.25,0.18,0.1,26391,1321,0.049,0
257,32,0.5,0.5,0.17,0.3,0.11,0.28,0.14,13977,763,0.024,0
3,1,0.39,0.61,0.3,0.24,0.25,0.17,0.05,2129,915,0.0,0
2,0,0.4,0.6,0.3,0.24,0.22,0.14,0.1,12592,1140,0.078,0
59,4,0.33,0.67,0.33,0.33,0.21,0.1,0.03,101054,1236,0.052,0
1,0,0.36,0.64,0.32,0.25,0.28,0.08,0.07,1572,1125,0.01,0
82,15,0.37,0.63,0.31,0.31,0.18,0.11,0.1,9464,1359,0.024,0
1,0,0.34,0.66,0.3,0.38,0.21,0.09,0.01,5470,1099,0.033,0
53,16,0.39,0.61,0.35,0.23,0.19,0.1,0.13,10016,867,0.013,0
2,0,0.52,0.48,0.15,0.24,0.26,0.11,0.24,2105,1202,0.023,0
536,52,0.49,0.51,0.19,0.23,0.16,0.24,0.16,32875,4872,0.044,0
1,0,0.36,0.64,0.4,0.2,0.25,0.05,0.1,6800,556,0.053,0
10,6,0.43,0.57,0.26,0.22,0.28,0.11,0.14,26388,1411,0.197,0
9,1,0.47,0.53,0.21,0.21,0.26,0.18,0.14,6666,1347,0.068,0
741,189,0.29,0.71,0.43,0.31,0.18,0.04,0.05,11235,1509,0.013,0
1142,317,0.42,0.58,0.28,0.23,0.25,0.12,0.12,32260,2392,0.067,0
6,1,0.37,0.63,0.33,0.26,0.2,0.14,0.07,6178,1644,0.011,0
553,128,0.57,0.43,0.16,0.16,0.18,0.21,0.28,34004,1288,0.012,0
14,1,0.43,0.57,0.33,0.21,0.13,0.16,0.17,11429,3304,0.039,0
3,1,0.54,0.46,0.18,0.24,0.12,0.22,0.25,74899,1607,0.022,0
3,1,0.35,0.65,0.31,0.29,0.26,0.12,0.03,10122,1573,0.092,0
1,0,0.3,0.7,0.59,0.12,0.06,0.12,0.12,1569,1094,0.0,0
3,1,0.4,0.6,0.26,0.32,0.19,0.15,0.08,1503,1201,0.0,0
37,4,0.42,0.58,0.34,0.18,0.22,0.08,0.18,25374,1137,0.05,0
102,29,0.48,0.52,0.07,0.14,0.62,0.14,0.03,44413,1176,0.093,0
3,0,0.34,0.66,0.44,0.21,0.17,0.09,0.08,1423,842,0.0,0
1755,437,0.36,0.64,0.35,0.28,0.13,0.16,0.08,37699,2304,0.059,0
5,1,0.33,0.67,0.42,0.28,0.11,0.14,0.05,36925,1056,0.068,0
19,5,0.59,0.41,0.11,0.18,0.16,0.28,0.27,58021,1699,0.108,0
41,10,0.39,0.61,0.29,0.34,0.12,0.12,0.13,3612,1037,0.01,0
178,23,0.42,0.58,0.28,0.25,0.2,0.14,0.13,27563,2046,0.028,0
1,0,0.29,0.71,0.47,0.21,0.21,0.07,0.05,9772,3980,0.021,0
29,8,0.24,0.76,0.6,0.19,0.09,0.05,0.06,15191,1922,0.034,0
446,61,0.42,0.58,0.26,0.26,0.2,0.17,0.1,161096,1587,0.032,0
4,1,0.54,0.46,0.17,0.15,0.22,0.27,0.2,18223,1584,0.08,0
1,0,0.23,0.77,0.6,0.19,0.09,0.06,0.06,5270,2379,0.0,0
4,0,0.38,0.62,0.35,0.25,0.17,0.15,0.08,1281,854,0.033,0
7,2,0.37,0.63,0.3,0.23,0.26,0.17,0.03,3946,1344,0.057,0
368,170,0.4,0.6,0.15,0.46,0.19,0.11,0.09,67497,1298,0.074,0
5,1,0.45,0.55,0.26,0.14,0.27,0.21,0.12,8814,1196,0.062,0
0,0,0.62,0.38,0.0,0.0,0.67,0.0,0.33,14,418,0.0,0
102,45,0.53,0.47,0.13,0.28,0.17,0.19,0.22,4084,1279,0.034,0
14,3,0.36,0.64,0.36,0.23,0.21,0.11,0.09,99629,1470,0.109,0
0,0,0.49,0.51,0.0,0.2,0.6,0.2,0.0,992,685,0.0,0
1598,243,0.33,0.67,0.32,0.31,0.23,0.11,0.02,3386,2133,0.02,0
5,0,0.5,0.5,0.19,0.2,0.25,0.16,0.2,1250,1211,0.0,0
3,1,0.33,0.67,0.38,0.32,0.2,0.05,0.05,35820,4314,0.049,0
6,0,0.45,0.55,0.24,0.26,0.12,0.26,0.13,3640,871,0.034,0
407,107,0.31,0.69,0.36,0.31,0.29,0.01,0.02,41935,4201,0.049,0
1,1,0.46,0.54,0.15,0.26,0.35,0.13,0.11,2413,1168,0.0,0
120,34,0.7,0.3,0.08,0.09,0.18,0.18,0.47,9165,960,0.037,0
4,0,0.43,0.57,0.25,0.25,0.22,0.18,0.1,4932,2244,0.045,0
118,36,0.45,0.55,0.26,0.24,0.2,0.15,0.15,24948,4870,0.054,0
0,0,0.34,0.66,0.44,0.11,0.0,0.44,0.0,948,316,0.0,0
22,7,0.44,0.56,0.3,0.24,0.12,0.21,0.13,249382,1450,0.068,0
1705,360,0.43,0.56,0.23,0.3,0.18,0.15,0.13,13335,2120,0.062,0
2,1,0.35,0.65,0.34,0.22,0.31,0.08,0.05,5219,2129,0.055,0
407,107,0.43,0.57,0.25,0.23,0.25,0.14,0.15,10318,958,0.033,0
4,1,0.47,0.53,0.23,0.24,0.16,0.23,0.14,3869,1484,0.032,0
1,0,0.46,0.54,0.29,0.18,0.17,0.19,0.17,1640,1106,0.01,0
79,20,0.4,0.6,0.36,0.17,0.18,0.14,0.14,47533,2620,0.032,0
24,5,0.57,0.43,0.12,0.2,0.16,0.31,0.22,5730,1264,0.051,0
8,2,0.48,0.52,0.2,0.22,0.23,0.2,0.15,37728,1688,0.076,0
4186,729,0.41,0.59,0.25,0.26,0.27,0.15,0.07,24046,1319,0.028,0
6,2,0.26,0.74,0.19,0.74,0.05,0.02,0.0,442,146,0.0,0
381,83,0.45,0.55,0.3,0.26,0.14,0.1,0.2,502345,960,0.043,0
1911,544,0.44,0.56,0.25,0.31,0.12,0.13,0.19,35331,1416,0.024,0
28,5,0.43,0.57,0.25,0.25,0.22,0.15,0.13,39069,1950,0.049,0
477,90,0.26,0.74,0.57,0.2,0.17,0.02,0.03,35603,813,0.037,0
79,11,0.47,0.53,0.16,0.28,0.27,0.15,0.13,15489,1108,0.055,0
29,6,0.51,0.49,0.24,0.17,0.19,0.18,0.24,7052,3259,0.031,0
6,1,0.49,0.51,0.05,0.33,0.33,0.25,0.04,6138,1561,0.033,0
3,1,0.32,0.68,0.42,0.26,0.18,0.1,0.05,52629,4514,0.122,0
4,1,0.45,0.55,0.1,0.4,0.28,0.12,0.09,8733,1498,0.083,0
7,1,0.25,0.75,0.55,0.2,0.17,0.05,0.03,2496,1131,0.012,0
2,1,0.37,0.63,0.31,0.36,0.16,0.09,0.08,3024,2026,0.037,0
3,1,0.68,0.32,0.07,0.1,0.19,0.22,0.43,223168,2089,0.268,0
11,7,0.46,0.54,0.1,0.5,0.1,0.1,0.2,6691,739,0.111,0
2,1,0.32,0.68,0.37,0.33,0.22,0.04,0.04,5841,1700,0.053,0
357,64,0.45,0.55,0.15,0.4,0.17,0.1,0.18,102877,1307,0.073,0
76,27,0.31,0.69,0.36,0.32,0.24,0.04,0.05,88973,2471,0.038,0
23,6,0.44,0.56,0.3,0.16,0.24,0.13,0.16,58017,2174,0.033,0
1,0,0.45,0.55,0.24,0.24,0.19,0.23,0.11,16327,1768,0.082,0
0,0,0.25,0.75,0.67,0.0,0.0,0.33,0.0,6493,620,0.0,0
36,17,0.29,0.71,0.48,0.24,0.13,0.1,0.06,29327,1664,0.031,0
3,1,0.33,0.67,0.4,0.25,0.15,0.14,0.05,40370,1485,0.079,0
23,2,0.55,0.45,0.17,0.16,0.27,0.12,0.28,13493,2185,0.037,0
3,1,0.23,0.77,0.61,0.21,0.08,0.07,0.03,15729,1834,0.032,0
1225,348,0.3,0.7,0.45,0.22,0.2,0.09,0.04,2196,1874,0.0,0
8,2,0.34,0.66,0.4,0.16,0.22,0.14,0.07,116774,3727,0.161,0
4,1,0.52,0.48,0.08,0.23,0.3,0.25,0.14,7424,1999,0.134,0
2,1,0.25,0.75,0.59,0.17,0.13,0.06,0.06,30973,5934,0.109,0
26,7,0.51,0.49,0.22,0.22,0.15,0.12,0.29,8701,4792,0.09,0
471,79,0.34,0.66,0.42,0.19,0.18,0.11,0.1,62818,1254,0.021,0
281,89,0.4,0.6,0.28,0.28,0.19,0.2,0.05,48048,5046,0.065,0
251,64,0.46,0.54,0.25,0.17,0.27,0.17,0.15,10396,1168,0.086,0
13,2,0.39,0.61,0.3,0.22,0.26,0.1,0.11,11945,1386,0.075,0
25,8,0.35,0.65,0.36,0.25,0.24,0.07,0.08,9640,1336,0.044,0
24,15,0.43,0.57,0.29,0.21,0.17,0.19,0.13,8242,1166,0.023,0
27,8,0.33,0.67,0.39,0.25,0.22,0.08,0.07,198243,976,0.069,0
3,0,0.4,0.6,0.35,0.17,0.23,0.12,0.12,4464,3049,0.0,0
26,4,0.27,0.73,0.47,0.28,0.16,0.05,0.04,36119,1353,0.094,0
27,9,0.42,0.58,0.25,0.28,0.23,0.19,0.06,11268,4026,0.02,0
28,5,0.45,0.55,0.27,0.25,0.17,0.12,0.2,15576,2289,0.01,0
91,29,0.31,0.69,0.4,0.31,0.14,0.09,0.06,23170,2304,0.022,0
2326,491,0.52,0.48,0.21,0.16,0.18,0.23,0.22,5954,1360,0.065,0
59,15,0.41,0.59,0.17,0.43,0.18,0.17,0.06,11448,1828,0.056,0
2,0,0.44,0.56,0.3,0.23,0.1,0.17,0.19,15997,2380,0.072,0
0,0,0.45,0.55,0.13,0.06,0.78,0.03,0.0,9637,3058,0.022,0
67,10,0.52,0.48,0.08,0.32,0.19,0.23,0.17,20276,1506,0.104,0
361,106,0.38,0.62,0.32,0.25,0.27,0.07,0.09,99019,1932,0.111,0
19,3,0.43,0.57,0.19,0.32,0.23,0.19,0.07,159588,1085,0.026,0
103,45,0.44,0.56,0.28,0.21,0.21,0.13,0.17,20853,2775,0.061,0
81,27,0.47,0.53,0.24,0.27,0.1,0.21,0.19,33480,1154,0.052,0
12,2,0.4,0.6,0.26,0.3,0.22,0.13,0.09,10651,1763,0.052,0
